    0.01000000	    4.00436858
    0.04000000	    4.36487166
    0.07000000	    2.26031149
    0.10000000	    1.66167625
    0.13000000	    1.32851342
    0.16000000	    1.29922174
    0.19000000	    1.23400611
    0.22000000	    1.22443770
    0.25000000	    1.30810729
    0.28000000	    1.46500753
    0.31000000	    1.62540169
    0.34000000	    1.84821659
    0.37000000	    2.06059320
    0.40000000	    2.28099360
    0.43000000	    2.44502163
    0.46000000	    2.47830955
    0.49000000	    2.55904985
    0.52000000	    2.72678468
    0.55000000	    2.92499654
    0.58000000	    3.08303956
    0.61000000	    3.34939463
    0.64000000	    3.54176177
    0.67000000	    3.71891377
    0.70000000	    3.77214197
    0.73000000	    3.62594975
    0.76000000	    3.56761630
    0.79000000	    3.51200303
    0.82000000	    3.73624266
    0.85000000	    3.96844094
    0.88000000	    3.99032857
    0.91000000	    4.03624425
    0.94000000	    3.85433651
    0.97000000	    3.82123163
    1.00000000	    3.85340010
