    0.01000000	   10.10516783
    0.04000000	    5.27264636
    0.07000000	    2.23095426
    0.10000000	    1.68383535
    0.13000000	    1.21925502
    0.16000000	    1.19307221
    0.19000000	    1.23639668
    0.22000000	    1.11259607
    0.25000000	    1.23733030
    0.28000000	    1.25507576
    0.31000000	    1.36739491
    0.34000000	    1.53384542
    0.37000000	    1.72838356
    0.40000000	    1.79683748
    0.43000000	    1.99247661
    0.46000000	    2.14549136
    0.49000000	    2.39518611
    0.52000000	    2.65339784
    0.55000000	    2.94547106
    0.58000000	    3.20215349
    0.61000000	    3.43640699
    0.64000000	    3.64649324
    0.67000000	    3.95044217
    0.70000000	    4.26579697
    0.73000000	    4.54931806
    0.76000000	    4.74043071
    0.79000000	    4.69941959
    0.82000000	    4.66085409
    0.85000000	    4.62429266
    0.88000000	    4.72527914
    0.91000000	    4.71946626
    0.94000000	    4.51441190
    0.97000000	    4.25640979
    1.00000000	    3.98523005
