    0.01000000	    1.37772510
    0.04000000	    2.06540334
    0.07000000	    1.94891063
    0.10000000	    1.40020600
    0.13000000	    1.31030815
    0.16000000	    1.42134178
    0.19000000	    1.45486943
    0.22000000	    1.50911515
    0.25000000	    1.49351653
    0.28000000	    1.46788000
    0.31000000	    1.46704562
    0.34000000	    1.50695119
    0.37000000	    1.45513762
    0.40000000	    1.47314645
    0.43000000	    1.34233925
    0.46000000	    1.23100967
    0.49000000	    1.16762798
    0.52000000	    1.17615548
    0.55000000	    1.19324749
    0.58000000	    1.25566733
    0.61000000	    1.30039930
    0.64000000	    1.31625714
    0.67000000	    1.32214479
    0.70000000	    1.32338656
    0.73000000	    1.36804452
    0.76000000	    1.35819288
    0.79000000	    1.36280197
    0.82000000	    1.34807279
    0.85000000	    1.38406922
    0.88000000	    1.47245681
    0.91000000	    1.58647761
    0.94000000	    1.64974956
    0.97000000	    1.66471499
    1.00000000	    1.62434400
