    0.01000000	    8.13792221
    0.04000000	   17.82589320
    0.07000000	   14.83115272
    0.10000000	   13.43760705
    0.13000000	   13.34546258
    0.16000000	   13.13961106
    0.19000000	   13.03869375
    0.22000000	   12.84783286
    0.25000000	   13.15141754
    0.28000000	   13.06184365
    0.31000000	   12.91447250
    0.34000000	   13.03372397
    0.37000000	   12.78518643
    0.40000000	   12.98062859
    0.43000000	   13.01006095
    0.46000000	   13.05043711
    0.49000000	   13.22310938
    0.52000000	   13.09252030
    0.55000000	   12.92625943
    0.58000000	   13.08324122
    0.61000000	   13.02183220
    0.64000000	   12.99974430
    0.67000000	   12.97060702
    0.70000000	   12.92218306
    0.73000000	   12.79321127
    0.76000000	   12.87807725
    0.79000000	   12.95812929
    0.82000000	   12.81019683
    0.85000000	   12.95630008
    0.88000000	   12.83116078
    0.91000000	   13.05190609
    0.94000000	   13.07730066
    0.97000000	   13.04534595
    1.00000000	   13.08628864
