    0.01000000	    7.24363488
    0.04000000	    4.71685069
    0.07000000	    2.65645776
    0.10000000	    2.96492441
    0.13000000	    3.23524647
    0.16000000	    3.52048658
    0.19000000	    2.77965603
    0.22000000	    1.99633889
    0.25000000	    1.86819713
    0.28000000	    1.83618406
    0.31000000	    1.81572652
    0.34000000	    1.80823549
    0.37000000	    2.01118216
    0.40000000	    2.16199233
    0.43000000	    2.18997759
    0.46000000	    2.15818540
    0.49000000	    2.21297447
    0.52000000	    2.20623359
    0.55000000	    2.23188056
    0.58000000	    2.17474770
    0.61000000	    2.00461963
    0.64000000	    1.87025117
    0.67000000	    1.77255109
    0.70000000	    1.74364787
    0.73000000	    1.71437183
    0.76000000	    1.60709895
    0.79000000	    1.62961643
    0.82000000	    1.63942296
    0.85000000	    1.65223031
    0.88000000	    1.70854478
    0.91000000	    1.71704825
    0.94000000	    1.79916725
    0.97000000	    1.83389870
    1.00000000	    1.81913707
