    0.01000000	    5.62861431
    0.04000000	    2.96811599
    0.07000000	    2.30121284
    0.10000000	    2.77294459
    0.13000000	    3.04378711
    0.16000000	    3.30010436
    0.19000000	    3.04819842
    0.22000000	    2.50166276
    0.25000000	    2.06966014
    0.28000000	    1.85063494
    0.31000000	    1.80654355
    0.34000000	    1.76539718
    0.37000000	    1.74484297
    0.40000000	    1.77568656
    0.43000000	    1.78266414
    0.46000000	    1.78461522
    0.49000000	    1.78963932
    0.52000000	    1.88416324
    0.55000000	    1.89600741
    0.58000000	    1.86674199
    0.61000000	    1.96907156
    0.64000000	    2.05924104
    0.67000000	    2.13894650
    0.70000000	    2.20761475
    0.73000000	    2.27179575
    0.76000000	    2.35649162
    0.79000000	    2.43065803
    0.82000000	    2.48721946
    0.85000000	    2.59486017
    0.88000000	    2.67608776
    0.91000000	    2.75818400
    0.94000000	    2.81219371
    0.97000000	    2.83290210
    1.00000000	    2.86785158
