    0.01000000	    1.11035193
    0.04000000	    0.94920278
    0.07000000	    0.92611935
    0.10000000	    1.41193539
    0.13000000	    2.52841111
    0.16000000	    3.49182377
    0.19000000	    2.93278738
    0.22000000	    2.26776914
    0.25000000	    2.25099707
    0.28000000	    1.98502276
    0.31000000	    1.63931034
    0.34000000	    1.80992065
    0.37000000	    1.80746132
    0.40000000	    1.85090717
    0.43000000	    1.80818546
    0.46000000	    1.89147165
    0.49000000	    1.96590751
    0.52000000	    1.94599616
    0.55000000	    1.94592199
    0.58000000	    1.94913858
    0.61000000	    1.99639772
    0.64000000	    1.99653039
    0.67000000	    2.02666844
    0.70000000	    2.04099300
    0.73000000	    2.07032373
    0.76000000	    2.14030750
    0.79000000	    2.12485209
    0.82000000	    2.13669775
    0.85000000	    2.12138622
    0.88000000	    2.06438808
    0.91000000	    2.09178240
    0.94000000	    2.06544590
    0.97000000	    2.08158809
    1.00000000	    2.09834252
